2018-04-10T02:36:27Z,Windows 3.0のFile ManagerがオープンソースになりWindows 10でコンパイルできる,Microsoftが1990年代のFile Manager（ファイルマネージャー）のソースコードを公開した。Windows 3.0の上でわれわれ全員がドラッグしたりドロップしたりした、あれだ。コードはGithub上で入手でき、Windows 10でコンパイルできる。File Managerは、multiple-document interface(MDI)を使って一つのウィ…,https://jp.techcrunch.com/2018/04/10/2018-04-09-90s-kids-rejoice-microsoft-releases-the-original-windows-3-0-file-manager-source-code/,John Biggs
2018-04-10T01:40:33Z,学費不要で完全な技術者を育てるHolbertonが$8Mを調達して学生数を増やす, Engineeringはもっ…,https://jp.techcrunch.com/2018/04/10/2018-04-09-holberton-raises-8m-for-its-full-stack-engineering-school/,Frederic Lardinois
2018-04-10T00:31:15Z,これが「ハン・ソロ スター・ウォーズ・ストーリー」の最新トレーラーだ,"昨日（米国時間4/7）の午後、「ハン・ソロ スター・ウォーズ・ストーリー」の最新 —— そしておそらく最後の —— トレーラーが今晩公開されるという噂が広まった。<em>American Idol</em>放映時間内らしいが、もちろん正確な時刻はわからない。ところが、今。<strong>ここで見ることができる：</strong><span class=""embed-youtube embed breakout embed--video"" style=""text-alig…",https://jp.techcrunch.com/2018/04/10/2018-04-08-heres-the-new-trailer-for-solo-a-star-wars-story/,Greg Kumparak
2018-04-10T00:04:37Z,超機密衛星Zumaの失敗はSpaceXに責任なしと米政府も結論――ペイロードアダプターの不具合だった,今日（米国時間4/9）のWall Street Journalの報道によれば、今年初めに軍事衛星Zumaの打ち上げが失敗した問題で、アメリカ政府は打ち上げを実施したSpaceXに責任はないと判断した模様だ。Zuma衛星はFal…,https://jp.techcrunch.com/2018/04/10/2018-04-09-gov-officials-reportedly-conclude-spacex-not-at-fault-for-secret-zuma-satellite-separation-failure/,Lucas Matney
2018-04-09T23:57:58Z,SalesforceのBenioffが語る：シリコンバレーのすべてのVCが私たちを追い返した,先月行われた、Business InsiderのJulie Bortとのインタビューの中で、Parker HarrisとMarc Benioffは、初めて会社を立ち上げたとき、彼らがどのようにお金を稼ぐ努力をして、それにも関わらず一銭も手に入れることができなかったかを語った。Benioffは、シリコンバレーのあらゆるベンチャーキャピタルに行ったものの、毎回拒否されて終…,https://jp.techcrunch.com/2018/04/10/2018-04-09-benioff-every-vc-in-silicon-valley-turned-us-down/,Ron Miller
2018-04-09T22:45:59Z,Leap Motionの新しいARヘッドセットのプロトタイプは、高解像度、低コスト、そして少々昆虫眼的,Leap Motionの立ち位置はずっと微妙である。彼らは手の動きをリアルタイムに追跡するコンピュータービジョンに注力し、1億ドル以上の資金を調達したが、そのこと自体は大変上手く行っている。ただ、彼らの仕事は常に説得力のあるデモを生み出して来たものの、8年が経って、会社そのものはまだデモの段階を抜け出せていないように感じる。本日（4月9日）サンフランシスコを拠点とするスタートアップは、AR/…,https://jp.techcrunch.com/2018/04/10/2018-04-09-leap-motions-new-ar-headset-prototype-is-high-res-low-cost-and-a-little-bug-eyed/,Lucas Matney
2018-04-09T22:01:54Z,Googleのテキスト音声変換APIにメジャー・アップデート――音声認識も改善,今日（米国時間4/9）、Googleは数週間前に公開したクラウド・テキスト音声変換サービスのAPIにメジャーアップデートを行ったことをを発表した。Googleは同時に逆方向のサービスである音声テキスト変換の,https://jp.techcrunch.com/2018/04/10/2018-04-09-google-launches-an-improved-speech-to-text-service-for-developers/,Frederic Lardinois
2018-04-09T22:00:02Z,Slackだと流れていく情報をチーム内に蓄積できる「Stock」が正式公開、ベータ版は2200社が利用,チーム内で価値のある情報を、ビジネスチャットのような感覚でサクサク残していけるような場所——。2017年9月のベータ版リリース時、TechCrunchでは「紹介した。…,https://jp.techcrunch.com/2018/04/10/stock-launch/,masumi ohsaki
2018-04-09T10:13:45Z,Salesforceはブロックチェーンプロダクトに取り組んでいる,Salesforceは、モバイル、ソーシャル、IoT、人工知能といった、次の大きなテクノロジーにいつでも目を向けている企業である。セールスフォースの共同創業者Marc BenioffとParker Harrisは、3月末に行われたBusiness InsiderのJulie Bortとの,https://jp.techcrunch.com/2018/04/09/2018-04-08-salesforce-is-working-on-a-blockchain-product/,Ron Miller
2018-04-09T06:59:48Z,世界中のネットワーク機器約20万台に大規模な攻撃が発生。「米国の選挙を妨害するな」と表示も意図は不明確,イランの情報通信技術省が、過去数日間のうちに約20万台の設定機能付きネットワークスイッチに国際的なサイバー攻撃があったと発表しました。このスイッチはCisco…,https://jp.techcrunch.com/2018/04/09/engadget-20/,Engadget Japanese
2018-04-09T06:53:22Z,月額3980円から使えるVR制作システム「スペースリー」が1億円を調達、VR×AIの研究開発ラボも開設,360度VRコンテンツの制作編集サービス「Archetype Ventur…,https://jp.techcrunch.com/2018/04/09/spacely-fundraising/,masumi ohsaki
2018-04-09T03:03:21Z,Apple、クリーンパワー計画撤廃案に反対表明,クリーンパワー計画は、オバマ前大統領政権時の政策をトランプ政権が潰そうとする最新事例だ。実際、環境保護庁（EPA）のスコット・プルート長官は、温室効果ガスの削減計画を廃止する意向を公言してはばからない。Appleは、この件に反対の声を上げた最初の —— そしておそらく最後ではない —— 企業だ。今週同社はEPAに対して、計画撤廃が引き起こす結果への懸念を指摘する声明を提出した。声明は、環境面だけでなく、おそらく政権にとってもっと重要であろう経済面への影響にも言及しているAppleが指摘するように、…,https://jp.techcrunch.com/2018/04/09/2018-04-06-apple-voices-opposition-to-clean-power-plan-repeal/,Brian Heater
2018-04-09T02:12:08Z,データは新しい石油ではない,（日本語版注：本稿は、Jocelyn GoldfeinとIvy Nguyenにより執筆された記事。Jocelyn GoldfeinはZetta Venture Partners<…,https://jp.techcrunch.com/2018/04/09/2018-03-27-data-is-not-the-new-oil/,ゲストライター
2018-04-08T23:11:24Z,Robo Wunderkindで子どもたちがスマート・ロボットを組み立てられる――LEGO Mindstorm的だがもっとシンプル,Robo WunderkindはMindstorm方式のレゴ的なプログラマブルおもちゃを提供している。このス…,https://jp.techcrunch.com/2018/04/09/2018-04-08-robo-wunderkind-wants-to-build-the-lego-mindstorms-for-everyone/,Romain Dillet
2018-04-08T03:00:54Z,真菌建材から形を変えるロボット群まで、これがNASAの「野心的」最新プロジェクトだ,NASA Innovative Advanced Concepts program（NASA革新的先進コンセプトプログラム）は、おそらく馬鹿げているように聞こえるアイデアに、国家予算が使われていることを観察できる最適な場所だ。なぜならこのプログラムのマネージャーたちは、実現できたら本当に素晴らしい大風呂敷を狙っているからだ。採択された研究者たちは約12万5000ドルと9ヵ月を与えられ「フェーズI」で自分たちのアイデアの実現に取り組む。これは気の遠くなるような作業か、ひたすら技術的に困難なものである。もし重…,https://jp.techcrunch.com/2018/04/08/gallery-from-fungal-architecture-to-shape-shifting-robo-swarms-here-are-nasas-latest-moonshots/,Devin Coldewey
2018-04-07T09:32:28Z,サンフランシスコで高校生にコンピューターサイエンスを教えるMission Bitに市が$1Mを補助,高校生にコンピューターサイエンスを教えるNPO Mission Bitが、サンフランシスコ市のDepartment of Children、 Youth and Their Families(DCYF)〔仮訳: 児童青少年家族局〕から5年間で100万ドルの補助金を交付された。,https://jp.techcrunch.com/2018/04/07/2018-04-05-mission-bit-receives-1-million-to-expand-computer-science-education-in-sf/,Megan Rose Dickey
2018-04-07T04:48:57Z,自動運転車からヒントを得た大型コンテナ船の自律航行化プロジェクトMassterly,ロジスティクスは自動運転車のもっともエキサイティングな応用技術ではないかもしれないが、もっとも重要な、に入ることは確実だ。とくに、想像するかぎり世界で最古の産業と言われる海運業は、それを待っている。いや少なくともノルウェーの大手海運企業二社は、,https://jp.techcrunch.com/2018/04/07/2018-04-06-massterly-aims-to-be-the-first-full-service-autonomous-marine-shipping-company/,Devin Coldewey
2018-04-07T02:45:21Z,大きさが1ミリ弱でエネルギーを光から得る撮像素子はカメラをどこにでも隠せるやばい発明,今の世界に、これだけ大量のカメラがあっても、まだ足りないと主張する研究者たちが、今度は顕微鏡的サイズで電力を自給できるカメラを作った。それは、どこにでも埋め込むことができて、しかも寿命は永久的だ。確かにクールな技術だが、これによりアルミ箔の売上が急増するかもしれない（後述）。技術者たちはこれまで、カメラセンサーが自分に当たる光を動力源にする方法を研究してきた。必要なのは、光電池が持つ二つの機能、自分に光として降り注ぐエネルギーを<i>保存する</i>機能と、どれだけのエネルギーが得られたか<i>記録する<…,https://jp.techcrunch.com/2018/04/07/2018-04-06-under-a-millimeter-wide-and-powered-by-light-these-tiny-cameras-could-hide-almost-anywhere/,Devin Coldewey
2018-04-07T01:18:22Z,あなたの頭の中の言葉を読み取るマシンをMITのチームが開発、すでに確度92%,音声コンピューティングには、大きな問題がつきまとっている。まわりにほかの人たちがいるところで音声アシスタントに話しかけたら、たいがいおかしな結果になるだろう。音声コンピューティングが家の中で普及し始めたのには、理由がある。家の中なら、マシンに話しかけるとき、あまり自分を意識せずにすむからだ。言葉を使わない、マシンに話しかけないデバイスが登場してきたのも、必然的なことだ。あるMITのチームもそんなデバイスに挑戦しているが、しかしそのハードウェアはまだ、完全に自分を意識しないで使えるところまでは、行ってないよ…,https://jp.techcrunch.com/2018/04/07/2018-04-06-mits-new-headset-reads-the-words-in-your-head/,Hiroshi Iwatani
2018-04-06T10:30:12Z,マネックスG代表取締役の松本氏、「コインチェックには素晴らしいブランド価値がある」,4月6日、NEM流出事件の渦中にあった発表した,https://jp.techcrunch.com/2018/04/06/coincheck-monex-merger/,Takuya Kimura
2018-04-06T10:16:10Z,次期Mac Proは2019年に登場。アップル幹部が明かす,2017年4月に完全新設計のMac Proが予告されてからはや1年。アップルの幹部が「（次世代）Mac Proは2019年の製品だ」とインタビューで語り、発売…,https://jp.techcrunch.com/2018/04/06/engadget-mac-pro/,Engadget Japanese
2018-04-06T09:28:11Z,GitLabがGoogleのKubernetes Engineを統合、コンテナアプリケーションのデプロイが超簡単に,今や多くの人が使っているGitL…,https://jp.techcrunch.com/2018/04/06/2018-04-05-gitlab-launches-a-native-integration-with-googles-kubernetes-engine/,Frederic Lardinois
2018-04-06T06:08:22Z,3Dモデル技術や顔認識システム開発のサイトセンシング、ニッセイキャピタルから1億円を調達,計測技術をベースに、顔認識システムなど複数の事業を展開するニッセイキャピタルを引受先とする第三者割当増資により1億円を調達したことを明らかにした。,https://jp.techcrunch.com/2018/04/06/sitesensing-fundraising/,masumi ohsaki
2018-04-06T06:03:55Z,メルカリ子会社ソウゾウで代表交代—— 新任は元ザワットの原田氏、旧代表の松本氏はメルペイに専念,メルカリは4月6日、100%子会社であるメルペイの取締役CPO（Chief Prod…,https://jp.techcrunch.com/2018/04/06/mercari-souzou-2/,masumi ohsaki
2018-04-06T04:43:56Z,Fetch、倉庫オートメーション向けロボットの新種を投入,Fetch Roboticsは2500万ドルのシリーズBラウンドで2017年度を締めくくり、総調達額を4800万ドルとした。カリフォルニア州サンノゼ拠点のオートメーション企業に対する投資家の期待が高いことは明らかだ。昨今自動化された倉庫では、人員整理が行われているところが多いと言われているが、Fetchは人間と機械が力を合わせて働く環境の提供を約束している本日（…,https://jp.techcrunch.com/2018/04/06/2018-04-05-fetch-adds-two-new-robots-to-its-warehouse-automation-army/,Nobuo Takahashi
2018-04-06T04:22:28Z,Google Cloudがユーザーのネットワークを最適化できるための詳細分析情報を提供,Google Cloudが今日（米国時間4/5）,https://jp.techcrunch.com/2018/04/06/2018-04-05-google-cloud-gives-developers-more-insights-into-their-networks/,Frederic Lardinois
2018-04-06T03:37:18Z,マネックスがコインチェックを36億円で買収と正式発表,580億円のNEM流出事件を起こしたマネックスグループからの買収受け入れを正式に,https://jp.techcrunch.com/2018/04/06/concheck-aqquisition/,Takuya Kimura
2018-04-06T02:41:56Z,CometMLは「機械学習のためのGitHub」になることを狙う,Comet.mlは、データサイエンティストと開発者たちが、自身の書く機械学習モデルのモニタリング、比較、そして最適化を簡単に行えるようにする。このニューヨークを拠点とする企業は、本日（米国時間4月5日）そのプロダクトの提供を始めた。同社はTechStarsが支援する,https://jp.techcrunch.com/2018/04/06/2018-04-05-cometml-wants-to-do-for-machine-learning-what-github-did-for-code/,Frederic Lardinois
2018-04-06T01:43:41Z,子どもたちを食事に呼ぶためにAmazon Echoを使える…家庭内の増設需要をねらうか？,Amazonが今日、Echoの前から約束していた機能を開始した。そのAlexa Announcementsと呼ばれるスキルは、同社のスマートスピーカーを一方向だけのインターホンにして、家にいる家族に通信できるようにする。これは基本的には一種の中継システムで、あなたが、“Alexa、ご飯ができたよと言って”(Alexa、 announce that dinner is ready)、と言うと、家中のEchoが“ご飯ができたよ”(Dinner is ready)を中継する。これは、世界でいちばん退屈な、電話ゲ…,https://jp.techcrunch.com/2018/04/06/2018-04-05-now-you-can-use-your-echo-to-call-the-kids-for-dinner/,Brian Heater
2018-04-06T01:30:25Z,Facebook、データ漏洩問題で「少数の」広告主が出稿を停止したことを認める,のSheryl Sandbergは,https://jp.techcrunch.com/2018/04/06/2018-04-05-facebook-advertisers-pause-spending-sandberg/,Taylor Hatmaker
2018-04-06T01:29:37Z,3Dプリンティングは医療産業をディスラプトする――補装具カスタマイズから再生医療まで,"<p style=""margin-right:30px;padding-left:15px;border-left:6px solid #ccc;"">〔編集部〕この記事の筆者はXponentialWorksのファウンダー、CEOのAvi Reichentalで、Dプリンティング・テクノロジーとその影響についてのエキスパート。 1983年に3Dプリンティングの父、Chuck …",https://jp.techcrunch.com/2018/04/06/2018-04-05-bioprinted-organs-skin-and-drugs-how-3d-printing-is-revolutionizing-healthcare-as-we-know-it/,ゲストライター
2018-04-06T00:28:17Z,YouTube TVがFirefoxに対応、しかしまだ割高感が,YouTube TVが、Googleが作ったのではないブラウザーでも見られるようになる。これまでChromeに閉じ込められていたこのライブTVサービスが、今ではFirefoxで,https://jp.techcrunch.com/2018/04/06/2018-04-05-youtube-tv-now-works-in-firefox/,Lucas Matney
2018-04-05T23:00:24Z,スマートミラーを使ってみて感じた5つのこと,最近、レビュー用のスマートミラー「Embrace」が届いた。40インチもある鏡で、鏡の裏に24インチAndoroidタブレットをセットし、サードパーティ第三者のソフトウェアで作動させるというもの。今回はそのEmbraceを実際に使ってみて感じたことをお伝えしよう。<h2>,https://jp.techcrunch.com/2018/04/06/here-are-the-five-things-i-learned-installing-a-smart-mirror-in-my-house/,Matt Burns
2018-04-05T23:00:18Z,私たちのデジタルの未来は中国からやってくるモバイル技術を手本に徐々に変容していく,"【編集部注】著者のMichael JaconiはButtonの共同創業者兼CEO。かつてはRakuten LoyaltyのCEOを務めていた。<p dir=""ltr"">インターネットの黎明期以来、業界の大物たちは、ユーザーたちがオンライン体験を始める入口である「ポータル」を奪い合って来た。要するに「ブラウジング」を開始する場所だ。ダイヤルアップ時代が到来したとき、America OnlineはCDを米国の全家庭に送り付けた。そのバトンは",https://jp.techcrunch.com/2018/04/06/2018-04-04-our-digital-future-will-be-shaped-by-increasingly-mobile-technologies-coming-from-china/,ゲストライター
2018-04-05T22:30:22Z,bitFlyerがObjective-C共同開発者Tom Love氏を顧問に、ブロックチェーン向け言語開発に取り組む,bitFlyerは、プログラミング言語Objective-Cの共同開発者であるTom Love氏を顧問として迎え入れた。同氏の協力により開発体制の強化と技術レベルの向上を図る。またブロックチェーン向けのクエリ言語やスマートコントラクト向け言語の開発に取り組む。bitFlyerは仮想通貨取引所を運営するとともに独自プライベートブロックチェーン技術,https://jp.techcrunch.com/2018/04/06/tomlove-joins-bitflyer/,Akio Hoshi
2018-04-05T09:45:12Z,AWSのDynamoDBが継続的自動バックアップと事故時の即時リカバリを提供,クラウドコンピューティングはいろいろ便利だが、データの扱いもクラウドのベンダーがやってくれるのがありがたい。でもそれは、ソフトウェアをアップデートしてくれるとか、ハードウェアのスケールアップ/ダウンを勝手にやってくれる、ぐらいのことだった。しかし今日（米国時間4/4）AWSはそれを一歩進めて、Amazon DynamoDB Continuous BackupsおよびPoint-In-Time Recovery(PITR)〔継続的自動化バックアップと即時リカバリ〕なるものを,https://jp.techcrunch.com/2018/04/05/2018-04-04-aws-adds-automated-point-in-time-recovery-to-dynamodb/,Ron Miller
2018-04-05T08:50:57Z,ケンブリッジ・アナリティカ、Facebookデータ8700万人分入手を否定…実際には3000万人,本日（米国時間4/4）は、同社が8700万人分のユーザーデータを不正に入手したとする,https://jp.techcrunch.com/2018/04/05/2018-04-04-cambridge-analytica-30-million/,Josh Constine
2018-04-05T08:10:48Z,グリーが「バーチャルYouTuber」市場に参入、100億円規模の投資でゲームやメディアに続く第3の柱へ,ここ数年で急速に認知度が広がり、2017年には流行語大賞にもノミネートされた「YouTuber（ユーチューバー）」。特に昨今ではモーションキャプチャー技術を活用して3DCGキャラクターが動画を配信する「バーチャルYouTuber」がトレンドだ。チャンネル登録者が170万人を超える「キズナアイ」…,https://jp.techcrunch.com/2018/04/05/gree-virtual-youtuber/,masumi ohsaki
2018-04-05T07:48:07Z,Googleは全消費電力に合わせて、再生可能エネルギーを購入している,巨大企業たちが世界中で開発しているデータセンターの数を考えると、エネルギー使用量の観点からは少々恐ろしく感じるられるかもしれない。だが本日（米国時間4月4日）Googleは、2017年の実績において、その全消費電力に対応する量の再生可能エネルギーを調達したと発表した。これは良いニュー…,https://jp.techcrunch.com/2018/04/05/2018-04-04-google-matches-100-percent-of-its-power-consumption-with-renewables/,Ron Miller
2018-04-05T07:28:14Z,KDDIが5G時代に向けて200億円規模の新ファンド、ソラコムら3社と「投資プログラム」でタッグ,KDDIは4月5日、独立系VCのグローバル・ブレインと共同で新ファンド「KDDI Open Innovation Fund 3号」を設立したことを明らかにした。5G時代におけるKDDIグループとの事業シナジーを見据え、有望なベンチャー企業への出資を加速させる方針だ。,https://jp.techcrunch.com/2018/04/05/kddi-open-innovation-fund-3/,masumi ohsaki
2018-04-05T04:44:11Z,AWSのストレージサービスS3にゾーンを一つしか使えない低料金バージョンが登場,AWSのストレージサービスS3が今日（米国時間4/4）、データをクラウドに保存するための、低料金なオプションを導入した。デベロッパーは、それほど頻繁にストレージにアクセスしないアプリケーションのために、高い可用性を求めないことにより、最大でS3の標準料金の20%引きで利用できる。S3のこの新しいティアの名前は、S3 One Zone-Infrequent Access（ゾーンがひとつの非頻繁アクセス）…,https://jp.techcrunch.com/2018/04/05/2018-04-04-aws-launches-a-cheaper-single-zone-version-of-its-s3-storage-service/,Frederic Lardinois
2018-04-05T03:57:37Z,匿名チャットアプリ「NYAGO」が一時停止を発表、公開1週間で1万ユーザー突破も課題を痛感,“一晩限り”のエモい会話が楽しめる匿名チャットアプリ――3月28日に公開された「NYAGO」をTechCrunchではそのように,https://jp.techcrunch.com/2018/04/05/nyago-stop/,masumi ohsaki
2018-04-05T03:57:04Z,フェイスブックのない世界を目指して,親愛なるブロックチェーン派のみなさん。今はみなさんの時代だ。透過的で、強欲で、一攫千金型のスキームを捨て去り、現代の事実上の投機的安物株の賭博場から手を引いて、分散型の力を、世界の人々が求めているものに向けるのだ。ブロックチェーンの人々よ！　あのフェイスブックの災厄から我らを救い給え！　すべてを分散化し給え！というのは…,https://jp.techcrunch.com/2018/04/05/2018-03-25-towards-a-world-without-facebook/,Jon Evans
2018-04-05T03:09:16Z,「成長しない企業の人材流出は当たり前」成長企業の人材戦略、新規事業取り入れの心得を聞く——TC School #13,TechCrunch Japanが主催するテーマ特化型のイベント「TechCrunch School」では、2017年3月から5回にわたり、人材領域を軸に講演やパネルディスカッションを開催してきた。その第5弾となるイベント「TechCrunch School #13 HR Tech最前線（5） presented by エン・ジャパン」が3月22日に行われた。今回はこれまでの「HR Tech最前線」シリーズの集大成として、,https://jp.techcrunch.com/2018/04/05/tc-school-13-part-1/,Wakako Mukohata
2018-04-05T02:42:52Z,LINEで転職「LINEキャリア」今夏公開へ、エン・ジャパンと新会社設立,,https://jp.techcrunch.com/2018/04/05/line-en-japan/,masumi ohsaki
2018-04-05T02:23:16Z,テクノロジー業界でも賃金の性差や人種差は歴然とある…Hiredのレポートより,求人求職サイトHiredが発表した今年の黒人とラテン系女性は白人男性より10%賃金…,https://jp.techcrunch.com/2018/04/05/2018-04-04-white-men-still-make-the-most-money-in-tech-hired-ssay/,Megan Rose Dickey
2018-04-05T01:35:11Z,Smartsheetの共同ファウンダーが大転換。次のプロジェクトは石拾いロボット,"エンタープライズ向けコラボレーションのスタートアップでSmartsheet<span class=""crunchb…",https://jp.techcrunch.com/2018/04/05/2018-04-04-smartsheet-co-founders-next-project-is-a-robotic-rock-picker-upper/,Devin Coldewey
2018-04-05T01:24:28Z,見捨てられるPenryn世代: Intelは古いチップのSpectre対策を中止,チップの欠陥MeltdownとSpectreに対して、引き続き行われているパッチ努力の一環としてIntelは先月、2005年までさかのぼって開発コードYorkfield以降のプロセッサーにも修復を適用する、と示唆した。しかし最近のガイダンス…,https://jp.techcrunch.com/2018/04/05/2018-04-04-last-march-of-the-penryns-intel-cuts-spectre-fixes-for-some-older-chips/,Devin Coldewey
2018-04-05T00:32:05Z,ザッカーバーグ、4月11日に下院で証言へ,は4月11日に下院エネルギー・商業委員会で証人台に立つことになった。今日午前、Greg Walden（共和党・オレゴン州選出）委員長と委員会の有力メンバーであるFrank Pal…,https://jp.techcrunch.com/2018/04/05/2018-04-04-zuckerberg-will-testify-before-congress-on-april-11/,Jordan Crook
2018-04-04T23:36:11Z,建設現場と職人のマッチングアプリ「助太刀」が5.3億円調達、ペイメント機能の提供も視野に,建設現場と職人のマッチングアプリ「助太刀（旧社名：東京ロケット）は4月5日、伊藤忠テクノロジーベンチャーズやジェネシアベンチャーズなどを引受先とする第三者割当増資を実施した。調達金額は5億3000万円だ。投資家リ…,https://jp.techcrunch.com/2018/04/05/sukedachi/,Takuya Kimura
2018-04-04T23:00:28Z,いまさら聞けない中国預託証券（CDR）入門 ―― 1兆ドル規模の投資市場の誕生か,"<h2 class=""article__subtitle"">中国預託証券で、中国政府は莫大な富を生み出すだろう</h2>先日、中国政府は新たに、1兆ドル規模の投資市場の創出を発表した。もちろんエイプリルフールの冗談ではない。AlibabaやTencentのような、中国の…",https://jp.techcrunch.com/2018/04/05/2018-04-02-wtf-are-cdrs/,Danny Crichton
2018-04-04T21:19:26Z,今年の新iPhoneは6.5インチX登場へ――Apple、画面に触れずに操作できる機能も開発中,BloombergがiPhoneの最新の情報を掲載している。これによればAppleはiPhone向けに新しいジェスチャー操作の仕組みを開発しており、従来のタッチ・ジェスチャーに加えて将来はiOSデバイスの画面に指を近づける…,https://jp.techcrunch.com/2018/04/05/2018-04-04-ios-could-detect-when-you-hover-you-finger-over-the-screen/,Romain Dillet
2018-04-04T10:33:14Z,AmazonがEcho Buttonのゲーム用APIをベータで公開,Echo Buttonsは、AmazonのR&Dから出て来るハードウェアとしては一風変わっている。最新のEcho製品群と一緒に発表されたこの小さなライトのようなデバイスは、Alexa Echoの製品系列の中に対話的なゲームプレーを持ち込むことがねらいだ。同…,https://jp.techcrunch.com/2018/04/04/2018-04-03-amazon-opens-echo-button-games-to-developers/,Brian Heater
2018-04-04T10:12:29Z,新しいiPad(第6世代)の分解レポートをiFixitが発表。メモリは前モデルと同じ2GB、修理しやすさは10点中2点,アップル製品の分解で有名なiFixitは、,https://jp.techcrunch.com/2018/04/04/engadget-ipad-6-ifixit-2gb-10-2/,Engadget Japanese
